id,time,server,category,value,player_name,killer_name,boss_name,equipment_name,item_name,is_killed,crawl_time
9202685,2026-07-07 23:34:17,Super 3,SYSTEM,boososhi vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,boososhi,,,,Set kích hoạt,0,2026-07-07 16:34:28
9202495,2026-07-07 23:28:17,Super 3,SYSTEM,emdixesh350i vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,emdixesh350i,,,,Set kích hoạt Set Cađic M,0,2026-07-07 16:28:28
9202487,2026-07-07 23:28:05,Super 3,SYSTEM,mangiauunghe vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,mangiauunghe,,,,Set kích hoạt,0,2026-07-07 16:28:28
9202407,2026-07-07 23:24:41,Super 3,SYSTEM,cunsct9999 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,cunsct9999,,,,Set kích hoạt,0,2026-07-07 16:24:28
9202336,2026-07-07 23:21:52,Super 3,SYSTEM,orinel vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,orinel,,,,Set kích hoạt,0,2026-07-07 16:21:28
9202317,2026-07-07 23:20:40,Super 3,SYSTEM,0lgohanl0 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,0lgohanl0,,,,Set kích hoạt,0,2026-07-07 16:20:28
9202282,2026-07-07 23:18:52,Super 3,SYSTEM,akasis vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,akasis,,,,Set kích hoạt,0,2026-07-07 16:18:28
9201963,2026-07-07 23:06:53,Super 3,SYSTEM,zzkame01 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,zzkame01,,,,Set kích hoạt,0,2026-07-07 16:07:27
9201935,2026-07-07 23:05:29,Super 3,SYSTEM,kingsayda vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,kingsayda,,,,Set kích hoạt,0,2026-07-07 16:05:27
9201597,2026-07-07 22:54:04,Super 3,SYSTEM,gohankun99 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,gohankun99,,,,Set kích hoạt,0,2026-07-07 15:54:26
9201540,2026-07-07 22:52:16,Super 3,SYSTEM,emdiclub vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,emdiclub,,,,Set kích hoạt Set Cađic M,0,2026-07-07 15:52:26
9201536,2026-07-07 22:52:04,Super 3,SYSTEM,0domino0 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,0domino0,,,,Set kích hoạt Set Cađic M,0,2026-07-07 15:52:26
9201452,2026-07-07 22:47:27,Super 3,SYSTEM,namechoinach vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,namechoinach,,,,Set kích hoạt,0,2026-07-07 15:47:26
9200575,2026-07-07 22:17:38,Super 3,SYSTEM,rudykame vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,rudykame,,,,Set kích hoạt,0,2026-07-07 15:17:25
9200562,2026-07-07 22:17:14,Super 3,SYSTEM,zhenshichen vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,zhenshichen,,,,Set kích hoạt,0,2026-07-07 15:17:25
9200448,2026-07-07 22:14:14,Super 3,SYSTEM,nobibee vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,nobibee,,,,Set kích hoạt,0,2026-07-07 15:14:25
9200442,2026-07-07 22:14:02,Super 3,SYSTEM,gamedaubkmtv vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,gamedaubkmtv,,,,Set kích hoạt Set Cađic M,0,2026-07-07 15:14:25
9200295,2026-07-07 22:09:14,Super 3,SYSTEM,emdixelu vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdixelu,,,,Set kích hoạt,0,2026-07-07 15:09:24
9199845,2026-07-07 21:55:38,Super 3,SYSTEM,emdiaudi vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdiaudi,,,,Set kích hoạt,0,2026-07-07 14:55:24
9199549,2026-07-07 21:45:37,Super 3,SYSTEM,darkight vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,darkight,,,,Set kích hoạt,0,2026-07-07 14:47:20
9199481,2026-07-07 21:43:37,Super 3,SYSTEM,orinel vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,orinel,,,,Set kích hoạt,0,2026-07-07 14:47:20
9199306,2026-07-07 21:37:02,Super 3,SYSTEM,thaidaito vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,thaidaito,,,,Set kích hoạt,0,2026-07-07 14:47:20
9199267,2026-07-07 21:35:48,Super 3,SYSTEM,slayerss vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,slayerss,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:20
9198988,2026-07-07 21:26:37,Super 3,SYSTEM,lechinh01 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,lechinh01,,,,Set kích hoạt,0,2026-07-07 14:47:20
9198929,2026-07-07 21:24:25,Super 3,SYSTEM,galickgunr vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,galickgunr,,,,Set kích hoạt,0,2026-07-07 14:47:20
9198882,2026-07-07 21:23:13,Super 3,SYSTEM,emdipha vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdipha,,,,Set kích hoạt,0,2026-07-07 14:47:20
9198734,2026-07-07 21:17:13,Super 3,SYSTEM,zzkame01 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,zzkame01,,,,Set kích hoạt,0,2026-07-07 14:47:20
9198693,2026-07-07 21:16:00,Super 3,SYSTEM,kingsayda vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,kingsayda,,,,Set kích hoạt,0,2026-07-07 14:47:20
9198407,2026-07-07 21:05:35,Super 3,SYSTEM,6ronglua vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,6ronglua,,,,Set kích hoạt,0,2026-07-07 14:47:20
9198382,2026-07-07 21:04:11,Super 3,SYSTEM,emditam vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,emditam,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:20
9198007,2026-07-07 20:53:48,Super 3,SYSTEM,xauzaihaysuc vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,xauzaihaysuc,,,,Set kích hoạt,0,2026-07-07 14:47:20
9197990,2026-07-07 20:53:24,Super 3,SYSTEM,rudykame vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,rudykame,,,,Set kích hoạt,0,2026-07-07 14:47:20
9197893,2026-07-07 20:50:00,Super 3,SYSTEM,only10k vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,only10k,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-07 14:47:20
9197720,2026-07-07 20:43:11,Super 3,SYSTEM,betayvin vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,betayvin,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:20
9197675,2026-07-07 20:41:23,Super 3,SYSTEM,emdiaudi vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,emdiaudi,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:20
9197668,2026-07-07 20:41:11,Super 3,SYSTEM,smanhsgk97 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,smanhsgk97,,,,Set kích hoạt,0,2026-07-07 14:47:20
9197568,2026-07-07 20:37:11,Super 3,SYSTEM,0meii vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,0meii,,,,Set kích hoạt,0,2026-07-07 14:47:20
9197263,2026-07-07 20:24:22,Super 3,SYSTEM,nobibee vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,nobibee,,,,Set kích hoạt,0,2026-07-07 14:47:20
9197249,2026-07-07 20:23:58,Super 3,SYSTEM,emdinhay vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdinhay,,,,Set kích hoạt,0,2026-07-07 14:47:20
9197183,2026-07-07 20:20:33,Super 3,SYSTEM,6ronglua vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,6ronglua,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-07 14:47:20
9197117,2026-07-07 20:16:57,Super 3,SYSTEM,kaizenpro vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,kaizenpro,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:20
9196999,2026-07-07 20:12:46,Super 3,SYSTEM,crucial vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,crucial,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:20
9196949,2026-07-07 20:10:46,Super 3,SYSTEM,xaydavua vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,xaydavua,,,,Set kích hoạt,0,2026-07-07 14:47:20
9196843,2026-07-07 20:06:34,Super 3,SYSTEM,babytwo vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,babytwo,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:20
9196814,2026-07-07 20:04:58,Super 3,SYSTEM,emdiboi vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdiboi,,,,Set kích hoạt,0,2026-07-07 14:47:20
9196764,2026-07-07 20:03:10,Super 3,SYSTEM,cunsct9999 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,cunsct9999,,,,Set kích hoạt,0,2026-07-07 14:47:20
9196755,2026-07-07 20:02:58,Super 3,SYSTEM,emdihoc vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdihoc,,,,Set kích hoạt,0,2026-07-07 14:47:20
9195819,2026-07-07 19:34:09,Super 3,SYSTEM,buoisatang vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,buoisatang,,,,Set kích hoạt,0,2026-07-07 14:47:20
9195764,2026-07-07 19:32:08,Super 3,SYSTEM,emdimclaren vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,emdimclaren,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:20
9195492,2026-07-07 19:24:44,Super 3,SYSTEM,frenchie vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,frenchie,,,,Set kích hoạt,0,2026-07-07 14:47:21
9195118,2026-07-07 19:12:18,Super 3,SYSTEM,blackpopo vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,blackpopo,,,,Set kích hoạt,0,2026-07-07 14:47:21
9195106,2026-07-07 19:11:54,Super 3,SYSTEM,emlinhnyc vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emlinhnyc,,,,Set kích hoạt,0,2026-07-07 14:47:21
9194689,2026-07-07 18:57:31,Super 3,SYSTEM,poski vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,poski,,,,Set kích hoạt,0,2026-07-07 14:47:21
9194666,2026-07-07 18:56:43,Super 3,SYSTEM,itrustyou vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,itrustyou,,,,Set kích hoạt,0,2026-07-07 14:47:21
9194646,2026-07-07 18:55:55,Super 3,SYSTEM,emdihotel vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdihotel,,,,Set kích hoạt,0,2026-07-07 14:47:21
9194158,2026-07-07 18:43:08,Super 3,SYSTEM,buoisatang vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,buoisatang,,,,Set kích hoạt,0,2026-07-07 14:47:21
9194081,2026-07-07 18:40:31,Super 3,SYSTEM,fhats vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,fhats,,,,Set kích hoạt,0,2026-07-07 14:47:21
9193896,2026-07-07 18:34:55,Super 3,SYSTEM,thaidaito vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,thaidaito,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-07 14:47:21
9193773,2026-07-07 18:30:30,Super 3,SYSTEM,itrustyouu vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,itrustyouu,,,,Set kích hoạt,0,2026-07-07 14:47:21
9193619,2026-07-07 18:25:06,Super 3,SYSTEM,duygohan vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,duygohan,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-07 14:47:21
9193589,2026-07-07 18:23:54,Super 3,SYSTEM,akasis vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,akasis,,,,Set kích hoạt,0,2026-07-07 14:47:21
9193517,2026-07-07 18:21:54,Super 3,SYSTEM,xkiler vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,xkiler,,,,Set kích hoạt,0,2026-07-07 14:47:21
9193185,2026-07-07 18:11:55,Super 3,SYSTEM,emdiboi vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdiboi,,,,Set kích hoạt,0,2026-07-07 14:47:21
9193082,2026-07-07 18:07:54,Super 3,SYSTEM,emdiaudi vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdiaudi,,,,Set kích hoạt,0,2026-07-07 14:47:21
9193051,2026-07-07 18:06:54,Super 3,SYSTEM,emdixeben vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdixeben,,,,Set kích hoạt,0,2026-07-07 14:47:21
9193028,2026-07-07 18:06:18,Super 3,SYSTEM,emdikhach vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdikhach,,,,Set kích hoạt,0,2026-07-07 14:47:21
9192547,2026-07-07 17:49:29,Super 3,SYSTEM,nappavegeta vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,nappavegeta,,,,Set kích hoạt,0,2026-07-07 14:47:21
9192198,2026-07-07 17:39:16,Super 3,SYSTEM,xaydavua vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,xaydavua,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:21
9192112,2026-07-07 17:37:27,Super 3,SYSTEM,7vechai vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,7vechai,,,,Set kích hoạt,0,2026-07-07 14:47:21
9191841,2026-07-07 17:28:05,Super 3,SYSTEM,boss00 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,boss00,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:21
9191808,2026-07-07 17:27:04,Super 3,SYSTEM,babicte vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,babicte,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-07 14:47:21
9191802,2026-07-07 17:26:40,Super 3,SYSTEM,only10k vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,only10k,,,,Set kích hoạt,0,2026-07-07 14:47:21
9191779,2026-07-07 17:25:04,Super 3,SYSTEM,blacksaiyan vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,blacksaiyan,,,,Set kích hoạt,0,2026-07-07 14:47:21
9191604,2026-07-07 17:19:52,Super 3,SYSTEM,emdihotel vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdihotel,,,,Set kích hoạt,0,2026-07-07 14:47:21
9191567,2026-07-07 17:17:16,Super 3,SYSTEM,dzsairo1 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,dzsairo1,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:21
9191514,2026-07-07 17:15:27,Super 3,SYSTEM,kaizenos vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,kaizenos,,,,Set kích hoạt,0,2026-07-07 14:47:21
9191455,2026-07-07 17:14:03,Super 3,SYSTEM,orinel vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,orinel,,,,Set kích hoạt,0,2026-07-07 14:47:21
9191187,2026-07-07 17:06:28,Super 3,SYSTEM,paintnuimtp vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,paintnuimtp,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-07 14:47:21
9191133,2026-07-07 17:05:04,Super 3,SYSTEM,emdiporsche vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdiporsche,,,,Set kích hoạt,0,2026-07-07 14:47:21
9191119,2026-07-07 17:04:40,Super 3,SYSTEM,ichigayy vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,ichigayy,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-07 14:47:21
9190903,2026-07-07 16:57:03,Super 3,SYSTEM,emdivinfast vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdivinfast,,,,Set kích hoạt,0,2026-07-07 14:47:21
9190125,2026-07-07 16:26:27,Super 3,SYSTEM,emdixesh350i vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdixesh350i,,,,Set kích hoạt,0,2026-07-07 14:47:21
9190121,2026-07-07 16:26:15,Super 3,SYSTEM,dragonligion vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,dragonligion,,,,Set kích hoạt,0,2026-07-07 14:47:21
9190082,2026-07-07 16:25:15,Super 3,SYSTEM,smanhsgk97 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,smanhsgk97,,,,Set kích hoạt,0,2026-07-07 14:47:21
9189952,2026-07-07 16:19:14,Super 3,SYSTEM,hoangoctieu vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,hoangoctieu,,,,Set kích hoạt,0,2026-07-07 14:47:21
9189649,2026-07-07 16:07:01,Super 3,SYSTEM,fangcalo vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,fangcalo,,,,Set kích hoạt,0,2026-07-07 14:47:21
9189440,2026-07-07 15:58:36,Super 3,SYSTEM,maydeppgai vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,maydeppgai,,,,Set kích hoạt,0,2026-07-07 14:47:21
9189206,2026-07-07 15:49:59,Super 3,SYSTEM,cutemuprup vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,cutemuprup,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:21
9189166,2026-07-07 15:48:37,Super 3,SYSTEM,frenchie vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,frenchie,,,,Set kích hoạt,0,2026-07-07 14:47:21
9189156,2026-07-07 15:48:13,Super 3,SYSTEM,[HT] luxurii00 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-07 14:47:22
9189106,2026-07-07 15:45:36,Super 3,SYSTEM,rudynm vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,rudynm,,,,Set kích hoạt,0,2026-07-07 14:47:22
9189011,2026-07-07 15:43:24,Super 3,SYSTEM,xavee vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,xavee,,,,Set kích hoạt,0,2026-07-07 14:47:22
9188987,2026-07-07 15:42:36,Super 3,SYSTEM,doanh99vip vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,doanh99vip,,,,Set kích hoạt,0,2026-07-07 14:47:22
9188981,2026-07-07 15:42:24,Super 3,SYSTEM,punxinh vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,punxinh,,,,Set kích hoạt,0,2026-07-07 14:47:22
9188965,2026-07-07 15:41:36,Super 3,SYSTEM,garp7s vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Nail chiến binh Namếc,garp7s,,,,Set kích hoạt Set Nail chiến binh Namếc,0,2026-07-07 14:47:22
9188743,2026-07-07 15:30:23,Super 3,SYSTEM,emdiporsche vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdiporsche,,,,Set kích hoạt,0,2026-07-07 14:47:22
9188525,2026-07-07 15:24:10,Super 3,SYSTEM,emdinhay vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdinhay,,,,Set kích hoạt,0,2026-07-07 14:47:22
9188275,2026-07-07 15:12:59,Super 3,SYSTEM,nhtduongg vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,nhtduongg,,,,Set kích hoạt,0,2026-07-07 14:47:22
9188246,2026-07-07 15:11:47,Super 3,SYSTEM,akasis vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,akasis,,,,Set kích hoạt,0,2026-07-07 14:47:22
9188136,2026-07-07 15:07:35,Super 3,SYSTEM,garp7s vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,garp7s,,,,Set kích hoạt,0,2026-07-07 14:47:22
9187873,2026-07-07 14:56:22,Super 3,SYSTEM,frenchie vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,frenchie,,,,Set kích hoạt,0,2026-07-07 14:47:22
9187745,2026-07-07 14:51:11,Super 3,SYSTEM,boydontcoi vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,boydontcoi,,,,Set kích hoạt,0,2026-07-07 14:47:22
9187347,2026-07-07 14:34:10,Super 3,SYSTEM,cunsct9999 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,cunsct9999,,,,Set kích hoạt,0,2026-07-07 14:47:22
9187276,2026-07-07 14:31:09,Super 3,SYSTEM,garp7s vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,garp7s,,,,Set kích hoạt,0,2026-07-07 14:47:22
9187020,2026-07-07 14:23:22,Super 3,SYSTEM,boongke vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,boongke,,,,Set kích hoạt,0,2026-07-07 14:47:22
9186996,2026-07-07 14:22:10,Super 3,SYSTEM,emdinhanhang vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdinhanhang,,,,Set kích hoạt,0,2026-07-07 14:47:22
9186941,2026-07-07 14:20:22,Super 3,SYSTEM,betayvin vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,betayvin,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:22
9186925,2026-07-07 14:19:47,Super 3,SYSTEM,slayerss vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,slayerss,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:22
9186918,2026-07-07 14:19:35,Super 3,SYSTEM,telecom vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,telecom,,,,Set kích hoạt Set Cađic M,0,2026-07-07 14:47:22
9186783,2026-07-07 14:15:10,Super 3,SYSTEM,[HT] tokudayaya vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-07 14:47:22
9186543,2026-07-07 14:04:57,Super 3,SYSTEM,emdigiaohang vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdigiaohang,,,,Set kích hoạt,0,2026-07-07 14:47:22
9186315,2026-07-07 13:56:58,Super 3,SYSTEM,nappavegeta vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,nappavegeta,,,,Set kích hoạt,0,2026-07-07 14:47:22
9186216,2026-07-07 13:52:46,Super 3,SYSTEM,emdilam vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdilam,,,,Set kích hoạt,0,2026-07-07 14:47:22
9186190,2026-07-07 13:51:34,Super 3,SYSTEM,trucalo vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,trucalo,,,,Set kích hoạt,0,2026-07-07 14:47:22
9186167,2026-07-07 13:49:45,Super 3,SYSTEM,emdifuture vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdifuture,,,,Set kích hoạt,0,2026-07-07 14:47:22
9186164,2026-07-07 13:49:33,Super 3,SYSTEM,emdixesh350i vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emdixesh350i,,,,Set kích hoạt,0,2026-07-07 14:47:22
9185786,2026-07-07 13:33:19,Super 3,SYSTEM,rudykame vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,rudykame,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-07 14:47:22
9185762,2026-07-07 13:31:19,Super 3,SYSTEM,hoangoctieu vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,hoangoctieu,,,,Set kích hoạt,0,2026-07-07 14:47:22
