id,time,server,category,value,player_name,killer_name,boss_name,equipment_name,item_name,is_killed,crawl_time
9174272,2026-07-07 06:08:35,Super 1,SYSTEM,echvabaoo vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,echvabaoo,,,,Set kích hoạt,0,2026-07-06 23:08:55
9173527,2026-07-07 05:41:22,Super 1,SYSTEM,gokushopeee vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,gokushopeee,,,,Set kích hoạt,0,2026-07-06 22:41:54
9172932,2026-07-07 05:16:58,Super 1,SYSTEM,mimeo1s vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,mimeo1s,,,,Set kích hoạt,0,2026-07-06 22:16:53
9171739,2026-07-07 04:19:35,Super 1,SYSTEM,ngocdao vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,ngocdao,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-06 21:19:50
9170804,2026-07-07 03:15:01,Super 1,SYSTEM,cyclonedds12 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,cyclonedds12,,,,Set kích hoạt,0,2026-07-06 20:14:48
9170616,2026-07-07 03:05:49,Super 1,SYSTEM,troinang vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,troinang,,,,Set kích hoạt,0,2026-07-06 20:05:48
9169869,2026-07-07 02:34:36,Super 1,SYSTEM,mavuonglord vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,mavuonglord,,,,Set kích hoạt,0,2026-07-06 19:34:46
9169118,2026-07-07 02:04:23,Super 1,SYSTEM,ngocdao vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,ngocdao,,,,Set kích hoạt,0,2026-07-06 19:04:45
9167359,2026-07-07 00:55:22,Super 1,SYSTEM,pocolele0 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,pocolele0,,,,Set kích hoạt,0,2026-07-06 17:55:42
9166338,2026-07-07 00:13:34,Super 1,SYSTEM,echvabaoo vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,echvabaoo,,,,Set kích hoạt,0,2026-07-06 17:13:41
9165367,2026-07-06 23:35:57,Super 1,SYSTEM,gokushopeee vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,gokushopeee,,,,Set kích hoạt Set Cađic M,0,2026-07-06 16:35:39
9164170,2026-07-06 22:50:44,Super 1,SYSTEM,gokushopeee vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,gokushopeee,,,,Set kích hoạt Set Cađic M,0,2026-07-06 15:50:37
9164119,2026-07-06 22:49:08,Super 1,SYSTEM,bachlien vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,bachlien,,,,Set kích hoạt Set Cađic M,0,2026-07-06 15:49:37
9161768,2026-07-06 21:23:08,Super 1,SYSTEM,hoangpzvm vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,hoangpzvm,,,,Set kích hoạt Set Cađic M,0,2026-07-06 14:23:34
9161071,2026-07-06 20:59:44,Super 1,SYSTEM,lamha0nhien vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,lamha0nhien,,,,Set kích hoạt,0,2026-07-06 13:59:32
9160717,2026-07-06 20:46:31,Super 1,SYSTEM,lxlilxl vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Nail chiến binh Namếc,lxlilxl,,,,Set kích hoạt Set Nail chiến binh Namếc,0,2026-07-06 13:46:32
9160406,2026-07-06 20:36:44,Super 1,SYSTEM,kkr1net vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,kkr1net,,,,Set kích hoạt,0,2026-07-06 13:36:32
9160113,2026-07-06 20:25:19,Super 1,SYSTEM,0ngdayc0n vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,0ngdayc0n,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-06 13:25:31
9160094,2026-07-06 20:24:19,Super 1,SYSTEM,carotblack vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,carotblack,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-06 13:24:31
9157930,2026-07-06 19:12:18,Super 1,SYSTEM,[HT] conbuomxxinh vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-06 12:12:32
9157752,2026-07-06 19:08:29,Super 1,SYSTEM,haidon08 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,haidon08,,,,Set kích hoạt,0,2026-07-06 12:08:32
9155202,2026-07-06 17:46:42,Super 1,SYSTEM,anluonsever vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,anluonsever,,,,Set kích hoạt,0,2026-07-06 12:03:24
9155060,2026-07-06 17:41:29,Super 1,SYSTEM,herokakarot vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,herokakarot,,,,Set kích hoạt,0,2026-07-06 12:03:24
9153689,2026-07-06 16:58:17,Super 1,SYSTEM,plastic007 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,plastic007,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-06 12:03:24
9153210,2026-07-06 16:40:17,Super 1,SYSTEM,chubodoi1 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,chubodoi1,,,,Set kích hoạt,0,2026-07-06 12:03:24
9151995,2026-07-06 15:53:05,Super 1,SYSTEM,lamha0nhien vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,lamha0nhien,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-06 12:03:24
9151449,2026-07-06 15:31:53,Super 1,SYSTEM,herokok vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,herokok,,,,Set kích hoạt,0,2026-07-06 12:03:24
9149956,2026-07-06 14:33:51,Super 1,SYSTEM,iammichelin vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,iammichelin,,,,Set kích hoạt,0,2026-07-06 12:03:24
9149096,2026-07-06 14:02:14,Super 1,SYSTEM,toilatewo vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,toilatewo,,,,Set kích hoạt,0,2026-07-06 12:03:24
9148567,2026-07-06 13:41:14,Super 1,SYSTEM,lamha0nhien vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,lamha0nhien,,,,Set kích hoạt,0,2026-07-06 12:03:24
9147676,2026-07-06 13:04:27,Super 1,SYSTEM,[HT] scarface vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-06 12:03:24
9147527,2026-07-06 12:59:38,Super 1,SYSTEM,lxlilxl vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,lxlilxl,,,,Set kích hoạt,0,2026-07-06 12:03:24
9145697,2026-07-06 12:12:01,Super 1,SYSTEM,pocolele0 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,pocolele0,,,,Set kích hoạt,0,2026-07-06 12:03:24
9145394,2026-07-06 12:02:27,Super 1,SYSTEM,0ngdayc0n vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,0ngdayc0n,,,,Set kích hoạt,0,2026-07-06 12:03:24
9145116,2026-07-06 11:54:14,Super 1,SYSTEM,[HT] siufapsu vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-06 12:03:24
9144954,2026-07-06 11:47:37,Super 1,SYSTEM,nhu2004 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Nail chiến binh Namếc,nhu2004,,,,Set kích hoạt Set Nail chiến binh Namếc,0,2026-07-06 12:03:24
9143182,2026-07-06 10:44:49,Super 1,SYSTEM,hoangpzvm vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,hoangpzvm,,,,Set kích hoạt,0,2026-07-06 12:03:24
9141891,2026-07-06 09:57:49,Super 1,SYSTEM,cyclonedds12 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,cyclonedds12,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-06 12:03:24
9140031,2026-07-06 08:49:00,Super 1,SYSTEM,chubodoi1 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,chubodoi1,,,,Set kích hoạt,0,2026-07-06 12:03:24
9139941,2026-07-06 08:44:24,Super 1,SYSTEM,mavuonglord vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,mavuonglord,,,,Set kích hoạt,0,2026-07-06 12:03:24
9138821,2026-07-06 08:07:36,Super 1,SYSTEM,gokushopeee vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,gokushopeee,,,,Set kích hoạt,0,2026-07-06 12:03:24
9137380,2026-07-06 07:28:00,Super 1,SYSTEM,[HT] supperz vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-06 12:03:25
9136401,2026-07-06 06:58:59,Super 1,SYSTEM,echvabaoo vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,echvabaoo,,,,Set kích hoạt,0,2026-07-06 12:03:25
9135622,2026-07-06 06:37:23,Super 1,SYSTEM,[HT] supperz vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-06 12:03:25
9135333,2026-07-06 06:28:24,Super 1,SYSTEM,tmxeko vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,tmxeko,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-06 12:03:25
9134310,2026-07-06 05:57:35,Super 1,SYSTEM,mimeo1s vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,mimeo1s,,,,Set kích hoạt,0,2026-07-06 12:03:25
9132504,2026-07-06 04:46:59,Super 1,SYSTEM,herokakarot vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,herokakarot,,,,Set kích hoạt,0,2026-07-06 12:03:25
9131105,2026-07-06 03:19:22,Super 1,SYSTEM,plastic007 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,plastic007,,,,Set kích hoạt,0,2026-07-06 12:03:25
9127026,2026-07-06 00:22:31,Super 1,SYSTEM,plastic007 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,plastic007,,,,Set kích hoạt,0,2026-07-05 17:23:05
9126781,2026-07-06 00:13:18,Super 1,SYSTEM,cyclonedds12 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,cyclonedds12,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-05 17:13:04
9125609,2026-07-05 23:33:06,Super 1,SYSTEM,[HT] hichanbank vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-05 16:33:10
9125005,2026-07-05 23:09:28,Super 1,SYSTEM,hungdzsuper vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,hungdzsuper,,,,Set kích hoạt,0,2026-07-05 16:09:09
9124872,2026-07-05 23:05:41,Super 1,SYSTEM,quyzanh234x vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,quyzanh234x,,,,Set kích hoạt,0,2026-07-05 16:06:09
9124243,2026-07-05 22:41:27,Super 1,SYSTEM,tmxeko vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,tmxeko,,,,Set kích hoạt,0,2026-07-05 15:41:08
9123710,2026-07-05 22:22:03,Super 1,SYSTEM,zayne vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,zayne,,,,Set kích hoạt,0,2026-07-05 15:22:07
9122692,2026-07-05 21:50:40,Super 1,SYSTEM,satorugoku vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,satorugoku,,,,Set kích hoạt,0,2026-07-05 14:51:05
9121460,2026-07-05 21:10:14,Super 1,SYSTEM,hoangpzvm vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,hoangpzvm,,,,Set kích hoạt,0,2026-07-05 14:10:03
9120813,2026-07-05 20:49:14,Super 1,SYSTEM,emquenanhroi vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,emquenanhroi,,,,Set kích hoạt,0,2026-07-05 13:49:02
9119155,2026-07-05 19:52:24,Super 1,SYSTEM,ngocdao vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,ngocdao,,,,Set kích hoạt,0,2026-07-05 12:52:59
9119053,2026-07-05 19:49:48,Super 1,SYSTEM,plastic007 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,plastic007,,,,Set kích hoạt,0,2026-07-05 12:49:59
9117839,2026-07-05 19:09:24,Super 1,SYSTEM,liying vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,liying,,,,Set kích hoạt,0,2026-07-05 12:09:57
9116436,2026-07-05 18:21:00,Super 1,SYSTEM,toilatewo vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,toilatewo,,,,Set kích hoạt,0,2026-07-05 11:56:57
9115350,2026-07-05 17:39:36,Super 1,SYSTEM,zayne vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,zayne,,,,Set kích hoạt,0,2026-07-05 11:56:57
9113725,2026-07-05 16:39:12,Super 1,SYSTEM,meoudzxz vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,meoudzxz,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-05 11:56:57
9113571,2026-07-05 16:34:00,Super 1,SYSTEM,kkr1net vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,kkr1net,,,,Set kích hoạt,0,2026-07-05 11:56:57
9112406,2026-07-05 15:47:11,Super 1,SYSTEM,[HT] bungchimboss vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-05 11:56:57
9112273,2026-07-05 15:41:23,Super 1,SYSTEM,dukich1 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,dukich1,,,,Set kích hoạt,0,2026-07-05 11:56:57
9112086,2026-07-05 15:34:22,Super 1,SYSTEM,cyclonedds12 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,cyclonedds12,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-05 11:56:57
9111565,2026-07-05 15:14:34,Super 1,SYSTEM,superm1 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,superm1,,,,Set kích hoạt Set Cađic M,0,2026-07-05 11:56:57
9110681,2026-07-05 14:40:57,Super 1,SYSTEM,hk2004 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,hk2004,,,,Set kích hoạt,0,2026-07-05 11:56:57
9109766,2026-07-05 14:05:58,Super 1,SYSTEM,cyclonedds12 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,cyclonedds12,,,,Set kích hoạt,0,2026-07-05 11:56:57
9107996,2026-07-05 12:57:09,Super 1,SYSTEM,hungdzsuper vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Nail chiến binh Namếc,hungdzsuper,,,,Set kích hoạt Set Nail chiến binh Namếc,0,2026-07-05 11:56:57
9107268,2026-07-05 12:37:45,Super 1,SYSTEM,hs2639 vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Cađic M,hs2639,,,,Set kích hoạt Set Cađic M,0,2026-07-05 11:56:57
9105497,2026-07-05 11:49:33,Super 1,SYSTEM,ngocdao vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,ngocdao,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-05 11:56:57
9101946,2026-07-05 09:56:54,Super 1,SYSTEM,iammichelin vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,iammichelin,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-05 11:56:57
9101865,2026-07-05 09:54:32,Super 1,SYSTEM,ngocdao vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Thần Vũ Trụ Kaio,ngocdao,,,,Set kích hoạt Set Thần Vũ Trụ Kaio,0,2026-07-05 11:56:57
9101843,2026-07-05 09:53:56,Super 1,SYSTEM,carotblack vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,carotblack,,,,Set kích hoạt,0,2026-07-05 11:56:57
9101807,2026-07-05 09:52:55,Super 1,SYSTEM,hungdzsuper vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,hungdzsuper,,,,Set kích hoạt,0,2026-07-05 11:56:57
9101533,2026-07-05 09:43:06,Super 1,SYSTEM,[HT] supperz vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-05 11:56:57
9100673,2026-07-05 09:13:06,Super 1,SYSTEM,herokakarot vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,herokakarot,,,,Set kích hoạt,0,2026-07-05 11:56:57
9100584,2026-07-05 09:09:55,Super 1,SYSTEM,mavuonglord vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,mavuonglord,,,,Set kích hoạt,0,2026-07-05 11:56:57
9099840,2026-07-05 08:43:55,Super 1,SYSTEM,nailcaychay vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,nailcaychay,,,,Set kích hoạt,0,2026-07-05 11:56:57
9099733,2026-07-05 08:39:43,Super 1,SYSTEM,iammichelin vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,iammichelin,,,,Set kích hoạt,0,2026-07-05 11:56:57
9099728,2026-07-05 08:39:31,Super 1,SYSTEM,lxlilxl vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Nail chiến binh Namếc,lxlilxl,,,,Set kích hoạt Set Nail chiến binh Namếc,0,2026-07-05 11:56:57
9099392,2026-07-05 08:28:42,Super 1,SYSTEM,0ngdayc0n vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,0ngdayc0n,,,,Set kích hoạt,0,2026-07-05 11:56:57
9098738,2026-07-05 08:05:29,Super 1,SYSTEM,tmxeko vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,tmxeko,,,,Set kích hoạt,0,2026-07-05 11:56:57
9097915,2026-07-05 07:37:55,Super 1,SYSTEM,hungdzsuper vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,hungdzsuper,,,,Set kích hoạt,0,2026-07-05 11:56:57
9097542,2026-07-05 07:28:06,Super 1,SYSTEM,[HT] nm24hname vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-05 11:56:57
9097050,2026-07-05 07:13:42,Super 1,SYSTEM,bachlien vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,bachlien,,,,Set kích hoạt,0,2026-07-05 11:56:57
9096549,2026-07-05 06:56:53,Super 1,SYSTEM,11ztewoz vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,11ztewoz,,,,Set kích hoạt,0,2026-07-05 11:56:57
9095107,2026-07-05 06:09:30,Super 1,SYSTEM,hungdzsuper vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Set Nail chiến binh Namếc,hungdzsuper,,,,Set kích hoạt Set Nail chiến binh Namếc,0,2026-07-05 11:56:57
9089982,2026-07-05 02:06:09,Super 1,SYSTEM,troinang vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,troinang,,,,Set kích hoạt,0,2026-07-05 11:56:58
9088074,2026-07-05 00:53:18,Super 1,SYSTEM,iammichelin vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,iammichelin,,,,Set kích hoạt,0,2026-07-05 11:56:58
9086965,2026-07-05 00:11:18,Super 1,SYSTEM,tinhgoodboy vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,tinhgoodboy,,,,Set kích hoạt,0,2026-07-05 11:56:58
9082347,2026-07-04 21:31:05,Super 1,SYSTEM,[HT] scarface vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-04 14:59:42
9080682,2026-07-04 20:32:03,Super 1,SYSTEM,meoudzxz vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,meoudzxz,,,,Set kích hoạt,0,2026-07-04 14:59:42
9077725,2026-07-04 18:39:02,Super 1,SYSTEM,mimeo1s vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt,mimeo1s,,,,Set kích hoạt,0,2026-07-04 14:59:42
9076502,2026-07-04 17:52:38,Super 1,SYSTEM,[HT] supperz vừa đánh quái may mắn nhận được 1 trang bị Set kích hoạt Gohan,,,,,Set kích hoạt Gohan,0,2026-07-04 14:59:42
